,Date,AAPL,BAC,DJI,NFLX,NIO,V
0,2020-01-02,74.4446029663086,34.70914077758789,,329.80999755859375,3.7200000286102295,189.95077514648438
1,2020-01-03,73.72084045410156,33.98847198486328,28634.900390625,325.8999938964844,3.8299999237060547,188.44007873535156
2,2020-01-06,74.30826568603516,33.93977355957031,28703.400390625,335.8299865722656,3.680000066757202,188.0325927734375
3,2020-01-07,73.95879364013672,33.715782165527344,28583.69921875,330.75,3.240000009536743,187.53565979003906
4,2020-01-08,75.14852142333984,34.056640625,28745.099609375,339.260009765625,3.390000104904175,190.74588012695312
5,2020-01-09,76.7447280883789,34.115074157714844,28956.900390625,335.6600036621094,3.4600000381469727,192.0677490234375
6,2020-01-10,76.91822052001953,33.8326530456543,28823.80078125,329.04998779296875,3.509999990463257,192.58457946777344
7,2020-01-13,78.56153106689453,34.14429473876953,28907.099609375,338.9200134277344,3.700000047683716,194.13504028320312
8,2020-01-14,77.50070190429688,34.39750289916992,28939.69921875,338.69000244140625,3.759999990463257,194.8506317138672
9,2020-01-15,77.16856384277344,33.76447677612305,29030.19921875,339.07000732421875,4.289999961853027,198.5776824951172
10,2020-01-16,78.13522338867188,33.81317138671875,29297.599609375,338.6199951171875,4.369999885559082,199.7206573486328
11,2020-01-17,79.000244140625,33.803428649902344,29348.099609375,339.6700134277344,4.670000076293945,203.4477081298828
12,2020-01-21,78.46488189697266,33.36518478393555,29196.0,338.1099853515625,5.170000076293945,206.02186584472656
13,2020-01-22,78.74495697021484,33.46257781982422,29186.30078125,326.0,4.789999961853027,206.62814331054688
14,2020-01-23,79.12418365478516,33.228843688964844,29160.099609375,349.6000061035156,4.920000076293945,205.256591796875
15,2020-01-24,78.89614868164062,32.663997650146484,28989.69921875,353.1600036621094,4.659999847412109,203.74588012695312
16,2020-01-27,76.57618713378906,31.99201011657715,28535.80078125,342.8800048828125,4.010000228881836,200.4561309814453
17,2020-01-28,78.74247741699219,32.371829986572266,28722.80078125,348.5199890136719,4.210000038146973,201.60902404785156
18,2020-01-29,80.3907470703125,32.147830963134766,28734.400390625,343.1600036621094,4.269999980926514,203.60671997070312
19,2020-01-30,80.27424621582031,32.60555648803711,28859.400390625,347.739990234375,4.079999923706055,206.93624877929688
20,2020-01-31,76.7149887084961,31.9725399017334,28256.0,345.0899963378906,3.7799999713897705,197.75274658203125
21,2020-02-03,76.50431060791016,32.10887908935547,28399.80078125,358.0,4.059999942779541,199.58151245117188
22,2020-02-04,79.02999877929688,32.74189758300781,28807.599609375,369.010009765625,4.510000228881836,202.31466674804688
23,2020-02-05,79.6744384765625,33.803428649902344,29290.900390625,369.6700134277344,4.389999866485596,201.5692596435547
24,2020-02-06,80.60638427734375,33.76447677612305,29379.80078125,366.95001220703125,4.079999923706055,201.7978515625
25,2020-02-07,79.51072692871094,33.7060432434082,29102.5,366.7699890136719,3.809999942779541,201.49969482421875
26,2020-02-10,79.88835906982422,33.78395462036133,29276.80078125,371.07000732421875,3.869999885559082,204.72982788085938
27,2020-02-11,79.4063720703125,33.86186599731445,29276.30078125,373.69000244140625,3.9600000381469727,202.69236755371094
