,Date,AAPL,BAC,JPM,MSFT,NFLX,NIO,V
0,2020-01-02,73.84004211425781,34.70914077758789,136.14588928222656,158.936279296875,329.80999755859375,3.7200000286102295,189.95077514648438
1,2020-01-03,73.12215423583984,33.98847198486328,134.3492431640625,156.95726013183594,325.8999938964844,3.8299999237060547,188.44007873535156
2,2020-01-06,73.70481872558594,33.93977355957031,134.242431640625,157.3629608154297,335.8299865722656,3.680000066757202,188.0325927734375
3,2020-01-07,73.35818481445312,33.715782165527344,131.96022033691406,155.9281768798828,330.75,3.240000009536743,187.53565979003906
4,2020-01-08,74.53823852539062,34.056640625,132.98963928222656,158.41183471679688,339.260009765625,3.390000104904175,190.74588012695312
5,2020-01-09,76.12149810791016,34.115074157714844,133.4752197265625,160.390869140625,335.6600036621094,3.4600000381469727,192.0677490234375
6,2020-01-10,76.2935791015625,33.8326530456543,132.14474487304688,159.6487274169922,329.04998779296875,3.509999990463257,192.58457946777344
7,2020-01-13,77.92353820800781,34.14429473876953,133.24212646484375,161.5684051513672,338.9200134277344,3.700000047683716,194.13504028320312
8,2020-01-14,76.87132263183594,34.39750289916992,134.79598999023438,160.43045043945312,338.69000244140625,3.759999990463257,194.8506317138672
9,2020-01-15,76.54188537597656,33.76447677612305,132.77598571777344,161.46945190429688,339.07000732421875,4.289999961853027,198.5776824951172
10,2020-01-16,77.50069427490234,33.81317138671875,133.29067993164062,164.42811584472656,338.6199951171875,4.369999885559082,199.7206573486328
11,2020-01-17,78.35869598388672,33.803428649902344,134.21328735351562,165.34835815429688,339.6700134277344,4.670000076293945,203.4477081298828
12,2020-01-21,77.82766723632812,33.36518478393555,132.8925323486328,164.75465393066406,338.1099853515625,5.170000076293945,206.02186584472656
13,2020-01-22,78.10547637939453,33.46257781982422,132.7371368408203,163.96304321289062,326.0,4.789999961853027,206.62814331054688
14,2020-01-23,78.48162078857422,33.228843688964844,132.60116577148438,164.97235107421875,349.6000061035156,4.920000076293945,205.256591796875
15,2020-01-24,78.25543975830078,32.663997650146484,129.3089599609375,163.30995178222656,353.1600036621094,4.659999847412109,203.74588012695312
16,2020-01-27,75.95431518554688,31.99201011657715,128.22128295898438,160.57888793945312,342.8800048828125,4.010000228881836,200.4561309814453
17,2020-01-28,78.10301208496094,32.371829986572266,130.55203247070312,163.72555541992188,348.5199890136719,4.210000038146973,201.60902404785156
18,2020-01-29,79.73789978027344,32.147830963134766,130.35780334472656,166.27850341796875,343.1600036621094,4.269999980926514,203.60671997070312
19,2020-01-30,79.6223373413086,32.60555648803711,131.9699249267578,170.9688262939453,347.739990234375,4.079999923706055,206.93624877929688
20,2020-01-31,76.09199523925781,31.9725399017334,128.541748046875,168.445556640625,345.0899963378906,3.7799999713897705,197.75274658203125
